City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,City_weather
266,Nizhniy Kuranakh,RU,2023-01-30 01:58:07,58.8353,125.4869,-18.63,94,45,0.94,Clouds
267,Longyearbyen,SJ,2023-01-30 01:58:08,78.2186,15.6401,24.64,68,100,24.16,Snow
268,Beloha,MG,2023-01-30 01:58:02,-25.1667,45.05,71.11,98,42,4.52,Clouds
269,Nangomba,TZ,2023-01-30 01:58:09,-10.9,38.5,69.17,95,3,5.37,Clear
270,Tumaco,CO,2023-01-30 01:58:10,1.7986,-78.8156,76.15,91,98,5.97,Rain
271,Alta Floresta,BR,2023-01-30 01:58:11,-9.8756,-56.0861,69.71,98,29,0.96,Rain
272,Tateyama,JP,2023-01-30 01:58:11,34.9833,139.8667,47.7,49,5,19.13,Clear
273,Buala,SB,2023-01-30 01:59:12,-8.145,159.5921,79.3,87,100,6.6,Clouds
274,Lewisburg,US,2023-01-30 01:56:09,35.4492,-86.7889,49.86,96,100,0.0,Mist
275,Bathurst,AU,2023-01-30 01:59:13,-33.4166,149.5806,76.12,58,98,8.23,Rain
276,San Miguel,SV,2023-01-30 01:59:14,13.4833,-88.1833,78.93,45,15,1.45,Clouds
277,Vao,NC,2023-01-30 01:59:15,-22.6667,167.4833,77.09,72,13,9.08,Clouds
278,Gorontalo,ID,2023-01-30 01:59:15,0.5412,123.0595,81.45,80,100,2.53,Clouds
279,Preobrazheniye,RU,2023-01-30 01:59:16,42.9019,133.9064,16.11,37,0,7.96,Clear
280,Marigot,MF,2023-01-30 01:59:17,18.0667,-63.0833,76.78,78,20,11.5,Clouds
281,Itarema,BR,2023-01-30 01:55:23,-2.9248,-39.9167,76.91,86,8,8.5,Clear
282,Kendari,ID,2023-01-30 01:59:18,-3.945,122.4989,86.61,64,83,2.57,Clouds
283,Los Llanos De Aridane,ES,2023-01-30 01:59:18,28.6585,-17.9182,55.15,77,75,8.05,Clouds
284,Aras,ES,2023-01-30 01:59:19,42.5617,-2.356,34.21,81,100,3.44,Clouds
285,Salekhard,RU,2023-01-30 01:59:20,66.53,66.6019,0.61,97,100,5.1,Clouds
286,Okha,RU,2023-01-30 01:59:21,53.5739,142.9478,-10.52,86,60,16.33,Clouds
287,Porto Walter,BR,2023-01-30 01:59:22,-8.2686,-72.7439,71.92,93,100,2.8,Clouds
288,Margate,GB,2023-01-30 01:59:12,51.3813,1.3862,43.88,88,49,4.0,Clouds
289,Ust-Ishim,RU,2023-01-30 01:59:23,57.6935,71.1665,4.96,97,74,5.41,Clouds
290,Giddalur,IN,2023-01-30 01:59:24,15.35,78.9167,71.47,83,66,5.73,Clouds
291,Roald,NO,2023-01-30 01:59:24,62.5833,6.1333,42.75,81,75,16.11,Drizzle
292,Kushima,JP,2023-01-30 01:59:25,31.4583,131.2333,52.43,55,16,13.38,Clouds
293,Ust-Tsilma,RU,2023-01-30 01:59:07,65.441,52.1498,9.95,94,98,7.38,Clouds
294,Chicama,PE,2023-01-30 01:59:26,-7.8447,-79.1469,70.34,70,90,5.86,Clouds
295,Belmonte,BR,2023-01-30 01:59:27,-15.8631,-38.8828,76.32,82,0,6.4,Clear
296,Vanderhoof,CA,2023-01-30 01:59:28,54.0166,-124.0198,1.9,96,40,1.72,Clouds
297,Aklavik,CA,2023-01-30 01:59:28,68.2191,-135.0107,-1.28,98,100,0.45,Clouds
298,Udachnyy,RU,2023-01-30 01:57:47,66.4167,112.4,-35.55,73,98,2.3,Clouds
299,Kyzyl-Suu,KG,2023-01-30 01:59:29,42.3414,78.0056,19.85,60,100,8.08,Clouds
300,Berkovica,BA,2023-01-30 01:59:30,44.6156,18.4294,32.31,95,100,1.7,Clouds
301,Champerico,GT,2023-01-30 01:59:31,14.3,-91.9167,78.94,67,9,5.84,Clear
302,Payo,ID,2023-01-30 01:59:32,-3.7508,103.6372,77.77,84,96,5.28,Clouds
303,Vestmanna,FO,2023-01-30 01:59:33,62.1564,-7.1664,32.92,80,75,33.38,Snow
304,Vanimo,PG,2023-01-30 01:59:34,-2.6741,141.3028,83.41,74,75,3.71,Clouds
305,Rio Gallegos,AR,2023-01-30 01:59:35,-51.6226,-69.2181,60.85,59,75,4.61,Clouds
306,Biak,ID,2023-01-30 01:58:07,-0.9131,122.8766,81.55,69,100,2.04,Clouds
307,San Rafael,AR,2023-01-30 01:57:58,-34.6177,-68.3301,76.12,54,2,15.21,Clear
308,Bratsk,RU,2023-01-30 01:59:36,56.1325,101.6142,14.49,87,100,10.89,Clouds
309,Gisborne,NZ,2023-01-30 01:59:37,-38.6533,178.0042,73.6,68,100,16.33,Clouds
310,Porto Franco,BR,2023-01-30 01:59:38,-6.3383,-47.3992,73.15,89,56,1.14,Clouds
311,Severomorsk,RU,2023-01-30 01:59:38,69.0689,33.4162,18.0,95,90,10.04,Clouds
312,Marawi,PH,2023-01-30 01:59:39,7.9986,124.2928,76.95,76,99,3.91,Rain
313,Ihosy,MG,2023-01-30 01:59:40,-22.4,46.1167,69.71,96,99,2.77,Clouds
314,Arkhangelskoye,RU,2023-01-30 01:59:40,55.8549,35.3287,23.47,95,100,10.45,Clouds
315,Westland,NL,2023-01-30 01:59:41,51.9967,4.2273,46.99,88,94,17.27,Clouds
316,Airai,TL,2023-01-30 01:59:18,-8.9266,125.4092,72.9,68,98,1.54,Clouds
317,Grand Gaube,MU,2023-01-30 01:59:42,-20.0064,57.6608,77.38,89,100,4.65,Clouds
318,Belyy Yar,RU,2023-01-30 01:59:43,53.6039,91.3903,19.29,78,0,11.18,Clear
319,Hasaki,JP,2023-01-30 01:59:43,35.7333,140.8333,46.29,59,26,11.23,Clouds
320,Provideniya,RU,2023-01-30 01:59:26,64.3833,-173.3,30.31,86,100,17.9,Snow
321,Nantucket,US,2023-01-30 01:59:31,41.2835,-70.0995,48.25,90,100,11.27,Clouds
322,Santarem,BR,2023-01-30 02:00:45,-2.4431,-54.7083,75.97,79,100,2.42,Clouds
323,Jabinyanah,TN,2023-01-30 02:00:46,35.035,10.9081,46.58,78,62,12.88,Clouds
324,Ambulu,ID,2023-01-30 02:00:47,-8.345,113.6058,78.89,86,100,0.87,Clouds
325,Comodoro Rivadavia,AR,2023-01-30 02:00:47,-45.8667,-67.5,69.94,59,1,0.56,Clear
326,Grand Baie,MU,2023-01-30 02:00:48,-20.0182,57.5802,77.45,89,100,4.5,Clouds
327,Abu Samrah,SY,2023-01-30 01:56:18,35.3029,37.1841,45.37,89,11,3.91,Clouds
328,Isangel,VU,2023-01-30 02:00:50,-19.55,169.2667,83.75,72,100,1.41,Rain
329,Saint-Philippe,RE,2023-01-30 02:00:50,-21.3585,55.7679,78.39,79,100,2.19,Clouds
330,Totness,SR,2023-01-30 02:00:51,5.8833,-56.3167,74.52,80,8,8.21,Clear
331,Yei,SS,2023-01-30 02:00:52,4.095,30.6779,71.58,42,0,3.13,Clear
332,Merauke,ID,2023-01-30 02:00:52,-8.4667,140.3333,83.35,77,100,4.97,Clouds
333,Fortuna,US,2023-01-30 02:00:53,40.5982,-124.1573,49.98,59,0,4.61,Clear
334,Hofn,IS,2023-01-30 02:00:54,64.2539,-15.2082,28.36,66,8,16.04,Clear
335,Puerto Narino,CO,2023-01-30 02:00:55,-3.7703,-70.3831,72.03,97,100,1.63,Rain
336,Sinnamary,GF,2023-01-30 02:00:56,5.3833,-52.95,76.15,84,26,7.65,Clouds
337,Clyde River,CA,2023-01-30 02:00:57,70.4692,-68.5914,-15.7,94,100,8.79,Clouds
338,Monchegorsk,RU,2023-01-30 02:00:57,67.9397,32.8739,14.85,96,100,6.53,Clouds
339,Huilong,CN,2023-01-30 02:00:58,31.8111,121.655,47.93,44,0,3.47,Clear
340,Marzuq,YE,2023-01-30 02:00:59,14.4,46.4667,54.99,61,17,0.94,Clouds
341,Springdale,US,2023-01-30 01:56:37,36.1867,-94.1288,28.08,94,100,5.99,Snow
342,Kabinda,CD,2023-01-30 02:01:00,-6.1333,24.4833,64.24,97,100,1.92,Rain
343,Olinda,BR,2023-01-30 02:01:01,-8.0089,-34.8553,79.34,73,18,11.43,Clouds
344,Northam,GB,2023-01-30 02:01:02,51.0333,-4.2167,49.6,97,100,16.67,Clouds
345,Mombetsu,JP,2023-01-30 02:01:02,44.3525,143.3525,23.18,46,16,6.26,Clouds
346,Secunda,ZA,2023-01-30 02:01:03,-26.55,29.1667,59.32,98,100,1.99,Rain
347,Nouadhibou,MR,2023-01-30 02:01:04,20.931,-17.0347,61.56,76,99,18.84,Clouds
348,Ancud,CL,2023-01-30 02:01:05,-41.8697,-73.8203,60.94,92,47,4.7,Clouds
349,Deputatskiy,RU,2023-01-30 02:01:05,69.3,139.9,-36.81,98,49,1.3,Clouds
350,Basco,PH,2023-01-30 02:01:06,20.4487,121.9702,68.72,63,98,28.92,Clouds
351,Mehamn,NO,2023-01-30 02:01:07,71.0357,27.8492,35.51,80,20,9.22,Clouds
352,Ossora,RU,2023-01-30 02:01:07,59.2353,163.0719,31.26,92,100,27.76,Snow
353,Inuvik,CA,2023-01-30 01:58:50,68.3499,-133.7218,-3.14,80,40,4.61,Clouds
354,Kaoma,ZM,2023-01-30 02:01:09,-14.7833,24.8,62.67,94,100,3.67,Clouds
355,Namibe,AO,2023-01-30 02:01:09,-15.1961,12.1522,74.71,77,100,4.72,Clouds
356,Kurkino,RU,2023-01-30 02:01:10,53.4257,38.6582,19.42,94,100,7.4,Clouds
357,Puerto Quijarro,BO,2023-01-30 02:01:11,-17.7833,-57.7667,73.49,95,80,2.26,Clouds
358,Thinadhoo,MV,2023-01-30 02:01:12,0.5333,72.9333,80.69,75,97,5.91,Clouds
359,Keita,NE,2023-01-30 02:01:13,14.7551,5.7749,68.88,9,100,5.88,Clouds
360,Ankazoabo,MG,2023-01-30 02:01:13,-22.2833,44.5167,69.51,96,58,1.57,Clouds
361,Vila Velha,BR,2023-01-30 02:00:36,-20.3297,-40.2925,75.72,89,49,9.44,Clouds
362,Kieta,PG,2023-01-30 02:01:15,-6.2167,155.6333,83.97,75,79,6.78,Rain
363,Vega Baja,PR,2023-01-30 02:01:16,18.4444,-66.3877,77.04,89,50,4.0,Clouds
364,Sharjah,AE,2023-01-30 02:01:17,25.3573,55.4033,64.72,66,0,4.18,Clear
365,Grindavik,IS,2023-01-30 02:00:52,63.8424,-22.4338,28.87,86,40,6.91,Clouds
366,Ciudad Bolivar,VE,2023-01-30 02:02:18,8.1222,-63.5497,76.66,70,7,13.35,Clear
367,Gorom-Gorom,BF,2023-01-30 02:02:19,14.4439,-0.2361,62.31,9,100,10.87,Clouds
368,Opuwo,NA,2023-01-30 02:02:20,-18.0607,13.84,68.92,53,84,3.51,Clouds
369,Carnarvon,AU,2023-01-30 02:02:21,-24.8667,113.6333,77.72,70,0,10.4,Clear
370,Mount Dora,US,2023-01-30 02:02:22,28.8025,-81.6445,71.64,78,0,5.75,Clear
371,Gizo,SB,2023-01-30 02:02:23,-8.103,156.8419,80.55,80,100,6.42,Rain
372,Mitsamiouli,KM,2023-01-30 02:02:24,-11.3847,43.2844,80.49,79,100,5.44,Clouds
373,Uenohara,JP,2023-01-30 02:02:25,35.6167,139.1167,46.18,37,1,5.46,Clear
374,Necochea,AR,2023-01-30 02:02:26,-38.5473,-58.7368,65.62,61,0,14.58,Clear
375,Moa,CU,2023-01-30 02:02:26,20.6569,-74.9403,74.55,76,36,14.29,Clouds
376,Dikson,RU,2023-01-30 02:02:27,73.5069,80.5464,-29.58,97,57,3.49,Clouds
377,Port-Cartier,CA,2023-01-30 02:02:28,50.0334,-66.8654,3.74,96,100,5.82,Snow
378,Joshimath,IN,2023-01-30 02:02:28,30.5667,79.5667,47.05,66,100,1.05,Clouds
379,Stephenville,US,2023-01-30 01:57:54,32.2207,-98.2023,32.13,80,100,9.22,Clouds
380,Amapa,BR,2023-01-30 02:02:30,1.0,-52.0,70.5,99,30,2.04,Clouds
381,Fowa,NG,2023-01-30 02:02:30,8.9167,6.4,80.49,53,95,1.57,Clouds
382,Nemuro,JP,2023-01-30 02:02:31,43.3236,145.575,22.37,48,7,3.06,Clear
383,Miri,MY,2023-01-30 02:02:32,4.4148,114.0089,80.11,85,100,5.55,Clouds
384,Adrar,MR,2023-01-30 02:02:33,20.5022,-10.0711,54.32,48,55,9.15,Clouds
385,Meiktila,MM,2023-01-30 02:02:34,20.8667,95.8667,74.07,46,0,2.42,Clear
386,Parambu,BR,2023-01-30 02:02:34,-6.2111,-40.6944,70.45,57,0,1.19,Clear
387,Eureka,US,2023-01-30 02:02:35,40.8021,-124.1637,50.25,55,0,5.99,Clear
388,Te Anau,NZ,2023-01-30 02:02:36,-45.4167,167.7167,74.34,36,100,3.06,Clouds
389,Shache,CN,2023-01-30 02:02:36,38.4167,77.2406,15.8,87,100,2.13,Clouds
390,Marsh Harbour,BS,2023-01-30 02:02:37,26.5412,-77.0636,74.77,83,4,14.9,Clear
391,Chumikan,RU,2023-01-30 02:02:38,54.7183,135.315,-13.4,85,19,24.83,Clouds
392,Cerrito,CO,2023-01-30 02:02:38,6.8432,-72.694,49.87,75,100,3.87,Clouds
393,Urengoy,RU,2023-01-30 02:02:40,65.9667,78.3667,-23.04,100,97,3.4,Clouds
394,Arlit,NE,2023-01-30 02:02:40,18.7369,7.3853,58.15,6,28,8.03,Clouds
395,Qandala,SO,2023-01-30 02:02:41,11.472,49.8728,71.62,55,18,7.36,Clouds
396,Jadu,LY,2023-01-30 02:02:42,31.953,12.0261,38.7,63,0,2.91,Clear
397,Eastbourne,GB,2023-01-30 02:02:42,50.7687,0.2845,46.78,90,81,5.01,Clouds
398,Mackay,AU,2023-01-30 02:00:30,-21.15,149.2,89.69,67,68,6.31,Clouds
399,Port Augusta,AU,2023-01-30 02:02:44,-32.5,137.7667,72.75,68,100,16.51,Clouds
400,Herat,AF,2023-01-30 02:02:44,34.5,62.0,36.64,65,98,3.44,Clouds
401,San Quintin,MX,2023-01-30 02:02:45,30.4833,-115.95,56.41,73,100,3.98,Clouds
402,Bom Jesus Do Itabapoana,BR,2023-01-30 02:02:46,-21.1339,-41.6797,74.21,95,100,1.83,Clouds
403,Qiongshan,CN,2023-01-30 02:02:46,20.0058,110.3542,62.98,42,21,11.43,Clouds
404,Khvorostyanka,RU,2023-01-30 02:02:47,52.6096,48.9597,16.79,95,100,7.2,Snow
405,Leshukonskoye,RU,2023-01-30 02:02:48,64.8989,45.7622,16.93,93,100,9.31,Clouds
406,Cayenne,GF,2023-01-30 02:00:20,4.9333,-52.3333,77.04,83,100,3.44,Clouds
407,Nanakuli,US,2023-01-30 02:02:48,21.3906,-158.1547,70.11,68,100,9.22,Rain
408,Peniche,PT,2023-01-30 02:02:41,39.3558,-9.3811,45.1,70,4,10.25,Clear
409,Empalme,MX,2023-01-30 02:02:50,27.9667,-110.8167,64.45,72,0,0.0,Clear
410,Fuerte Olimpo,PY,2023-01-30 02:02:50,-21.0415,-57.8738,79.95,68,50,5.03,Clouds
411,Sisimiut,GL,2023-01-30 02:02:51,66.9395,-53.6735,15.91,80,100,7.25,Clouds
412,Ridgetown,CA,2023-01-30 02:03:52,42.4334,-81.8998,26.46,93,31,4.5,Clouds
413,Puerto Escondido,MX,2023-01-30 02:03:52,15.85,-97.0667,81.43,69,20,0.0,Clouds
414,Greensburg,US,2023-01-30 02:03:53,40.3015,-79.5389,43.25,95,100,9.22,Mist
415,Zhangjiakou,CN,2023-01-30 02:00:27,40.81,114.8794,24.19,39,0,0.85,Clear
416,Faya,SA,2023-01-30 02:03:54,18.3851,42.4509,46.92,90,40,3.22,Clouds
417,Camacha,PT,2023-01-30 02:00:43,33.0833,-16.3333,53.02,67,40,6.91,Rain
418,Nokaneng,BW,2023-01-30 02:03:55,-19.6667,22.2667,68.22,77,62,3.02,Clouds
419,Najran,SA,2023-01-30 01:59:14,17.4924,44.1277,50.65,64,11,1.16,Clouds
420,Agucadoura,PT,2023-01-30 02:03:57,41.4318,-8.7804,43.09,65,4,8.1,Clear
421,Uige,AO,2023-01-30 02:03:57,-7.6087,15.0613,65.61,96,100,2.51,Rain
422,Toila,EE,2023-01-30 02:03:58,59.4236,27.5025,32.68,97,100,21.68,Snow
423,Shakawe,BW,2023-01-30 02:03:59,-18.3667,21.85,71.26,73,100,4.72,Clouds
424,Tazovskiy,RU,2023-01-30 02:03:59,67.4667,78.7,-20.07,100,100,5.28,Clouds
425,Sioux Lookout,CA,2023-01-30 02:01:58,50.1001,-91.917,-15.32,98,100,4.7,Clouds
426,Ahipara,NZ,2023-01-30 02:04:00,-35.1667,173.1667,66.07,94,100,14.14,Rain
427,Vyartsilya,RU,2023-01-30 02:04:01,62.1764,30.693,30.58,96,100,13.89,Snow
428,Samastipur,IN,2023-01-30 02:04:02,25.85,85.7833,59.59,61,80,1.34,Clouds
429,Ponta Delgada,PT,2023-01-30 02:04:02,37.7333,-25.6667,54.32,82,40,10.36,Clouds
430,Phalaborwa,ZA,2023-01-30 02:04:03,-23.943,31.1411,69.03,74,100,11.88,Clouds
431,Jumla,NP,2023-01-30 02:04:04,29.2747,82.1838,36.41,55,4,7.67,Clear
432,Ambanja,MG,2023-01-30 02:04:05,-13.6833,48.45,73.98,92,15,2.42,Clouds
433,Ballina,AU,2023-01-30 02:04:05,-28.8667,153.5667,86.77,75,68,12.12,Clouds
434,Tiarei,PF,2023-01-30 02:04:06,-17.5333,-149.3333,86.02,72,0,7.99,Clear
435,Kaeo,NZ,2023-01-30 02:04:07,-35.1,173.7833,71.33,96,100,13.11,Rain
436,Maceio,BR,2023-01-30 02:00:25,-9.6658,-35.7353,76.44,88,20,4.61,Clouds
437,Lynn Haven,US,2023-01-30 02:04:08,30.2455,-85.6483,69.01,96,100,6.91,Mist
438,Santa Cruz,BO,2023-01-30 02:03:24,-17.8,-63.1667,72.86,94,100,2.3,Rain
439,Laguna,US,2023-01-30 02:04:09,38.421,-121.4238,48.38,78,75,11.5,Clouds
440,Ulladulla,AU,2023-01-30 02:04:10,-35.35,150.4667,70.93,85,100,11.07,Rain
441,Oksfjord,NO,2023-01-30 02:04:11,70.2396,22.3479,28.58,86,64,8.01,Clouds
442,Srivardhan,IN,2023-01-30 02:04:12,18.0333,73.0167,69.66,91,88,5.55,Clouds
443,Abha,SA,2023-01-30 02:04:12,18.2164,42.5053,46.65,93,20,0.0,Clouds
444,Mount Isa,AU,2023-01-30 02:04:13,-20.7333,139.5,83.97,70,75,11.5,Rain
445,Tuatapere,NZ,2023-01-30 02:02:51,-46.1333,167.6833,69.22,66,100,6.87,Clouds
446,Buzmeyin,TM,2023-01-30 02:04:14,38.0507,58.2056,41.07,59,98,4.21,Clouds
447,Campbell River,CA,2023-01-30 02:04:15,50.0163,-125.2446,31.44,38,6,1.77,Clear
448,Gigmoto,PH,2023-01-30 02:04:16,13.7796,124.39,76.78,93,100,18.12,Rain
449,Santa Rosa,PH,2023-01-30 02:04:05,14.3122,121.1114,83.1,66,78,15.59,Clouds
450,Yashkul,RU,2023-01-30 02:04:17,46.1711,45.3435,30.76,76,100,7.76,Clouds
451,Dumas,US,2023-01-30 02:04:18,35.8656,-101.9732,14.14,85,100,9.22,Clouds
452,Okakarara,NA,2023-01-30 02:04:18,-20.5833,17.4333,71.28,63,100,8.84,Clouds
453,Neya,RU,2023-01-30 02:04:20,58.2972,43.8681,15.58,96,100,6.87,Clouds
454,Lohardaga,IN,2023-01-30 02:04:20,23.4333,84.6833,60.39,25,5,1.72,Clear
455,Klaksvik,FO,2023-01-30 02:04:21,62.2266,-6.589,34.72,71,99,34.34,Snow
456,Paso De Los Toros,UY,2023-01-30 02:04:22,-32.8167,-56.5167,74.59,52,0,16.42,Clear
457,Kashi,CN,2023-01-30 02:04:23,39.4547,75.9797,13.89,80,100,1.74,Clouds
458,Caravelas,BR,2023-01-30 02:04:24,-17.7125,-39.2481,75.18,87,3,4.63,Clear
459,Nizwa,OM,2023-01-30 02:04:24,22.9333,57.5333,58.89,64,0,3.2,Clear
460,Turukhansk,RU,2023-01-30 02:04:25,65.8167,87.9833,-11.92,100,71,3.27,Clouds
461,Cockburn Town,TC,2023-01-30 02:04:46,21.4612,-71.1419,77.0,74,9,22.37,Clear
462,Do Gonbadan,IR,2023-01-30 02:05:26,30.3586,50.7981,50.45,57,48,2.55,Clouds
463,Mvomero,TZ,2023-01-30 02:05:27,-6.25,38.6667,71.04,96,98,2.95,Clouds
464,Codrington,AU,2023-01-30 02:05:28,-38.2667,141.9667,67.24,53,100,12.21,Clouds
465,The Pas,CA,2023-01-30 02:05:29,53.8251,-101.2541,-16.58,76,75,3.44,Haze
466,Tezu,IN,2023-01-30 02:05:29,27.9167,96.1667,70.66,31,6,0.69,Clear
467,New Delhi,IN,2023-01-30 02:00:44,28.6128,77.2311,53.76,100,100,13.8,Mist
468,Bilibino,RU,2023-01-30 02:05:31,68.0546,166.4372,13.55,86,100,6.42,Clouds
469,Samarai,PG,2023-01-30 02:00:46,-10.6167,150.6667,84.54,74,22,9.78,Clouds
470,Hanyang,CN,2023-01-30 02:05:32,32.1371,105.5126,42.69,39,0,2.71,Clear
471,Berlevag,NO,2023-01-30 02:05:33,70.8578,29.0864,35.55,60,40,10.36,Clouds
472,Urumqi,CN,2023-01-30 02:05:34,43.801,87.6005,-6.65,84,57,4.47,Mist
473,Yelan-Koleno,RU,2023-01-30 02:05:34,51.1523,41.2306,23.34,98,96,3.89,Clouds
474,Kachug,RU,2023-01-30 02:05:35,53.9606,105.8817,9.81,94,100,0.54,Clouds
475,Eyl,SO,2023-01-30 02:05:36,7.9803,49.8164,73.47,70,49,15.28,Clouds
476,Aksarka,RU,2023-01-30 02:05:36,66.5606,67.7975,1.9,96,100,8.57,Snow
477,Augustow,PL,2023-01-30 02:05:37,53.8432,22.9798,31.62,95,100,15.57,Clouds
478,Marsala,IT,2023-01-30 02:05:38,37.7966,12.4352,48.94,76,4,6.06,Clear
479,Floresta,BR,2023-01-30 02:05:38,-8.6011,-38.5686,77.05,56,1,14.9,Clear
480,Usinsk,RU,2023-01-30 02:05:39,65.9939,57.5281,9.23,94,100,18.72,Snow
481,Mikhaylovka,RU,2023-01-30 02:05:40,50.06,43.2379,29.7,95,100,7.49,Clouds
482,Walvis Bay,NA,2023-01-30 02:02:45,-22.9575,14.5053,63.09,84,0,13.44,Clear
483,Gold Coast,AU,2023-01-30 02:01:01,-28.0,153.4333,90.77,69,79,13.8,Clouds
484,Lotofaga,WS,2023-01-30 02:05:41,-13.9764,-171.8578,82.89,75,99,14.29,Clouds
485,Kazanskoye,RU,2023-01-30 02:05:42,55.6448,69.235,2.35,95,12,8.57,Clouds
486,Jijiga,ET,2023-01-30 02:05:43,9.35,42.8,60.15,56,44,3.78,Clouds
487,Muncar,ID,2023-01-30 02:05:43,-8.4333,114.3333,78.12,90,100,2.55,Clouds
488,Mitu,CO,2023-01-30 02:03:34,1.1983,-70.1733,74.79,64,83,1.12,Clouds
489,Biggar,GB,2023-01-30 02:05:44,55.6167,-3.5167,40.3,82,88,21.83,Clouds
490,Magugu,TZ,2023-01-30 02:05:45,-4.0167,35.7667,63.63,67,6,3.33,Clear
491,Palmer,US,2023-01-30 02:04:48,42.1584,-72.3287,45.66,66,20,8.05,Clouds
492,Port Hawkesbury,CA,2023-01-30 02:05:46,45.6169,-61.3485,34.03,82,100,11.99,Clouds
493,Guerrero Negro,MX,2023-01-30 02:02:52,27.9769,-114.0611,57.74,69,0,8.55,Clear
494,Atyrau,KZ,2023-01-30 02:05:47,47.1167,51.8833,21.22,63,0,15.66,Clear
495,Robertson,US,2023-01-30 02:05:48,36.5167,-86.8667,50.4,98,100,0.0,Clouds
496,Jonkoping,SE,2023-01-30 02:05:49,57.7814,14.1562,41.38,93,100,17.27,Clouds
497,Pemangkat,ID,2023-01-30 02:05:49,1.1667,108.9667,77.02,90,100,9.13,Rain
498,Avera,US,2023-01-30 02:05:51,33.194,-82.5271,49.37,97,100,4.7,Rain
499,Stepnogorsk,KZ,2023-01-30 02:05:51,52.3544,71.8869,-2.11,97,11,9.06,Clouds
500,Wajima,JP,2023-01-30 02:05:52,37.4,136.9,40.51,72,100,31.72,Clouds
501,San Carlos De Bariloche,AR,2023-01-30 02:05:25,-41.1456,-71.3082,63.28,65,0,8.93,Clear
502,Chipinge,ZW,2023-01-30 02:05:53,-20.1883,32.6236,64.22,88,37,8.79,Clouds
503,Forio,IT,2023-01-30 02:05:54,40.7342,13.8646,44.42,76,5,3.0,Clear
504,Buckeye,US,2023-01-30 02:02:26,33.3703,-112.5838,62.11,45,0,9.22,Clear
505,Ketchikan,US,2023-01-30 02:05:56,55.3422,-131.6461,35.58,74,0,3.44,Clear
506,South Venice,US,2023-01-30 02:06:57,27.0531,-82.4243,71.98,92,0,8.01,Clear
507,Verkhovazhye,RU,2023-01-30 02:06:57,60.7472,42.0465,19.0,94,100,9.31,Clouds
508,Gedo,ET,2023-01-30 02:06:58,9.0167,37.45,56.62,45,97,1.77,Clouds
509,Padre Bernardo,BR,2023-01-30 02:06:59,-15.35,-48.5,67.35,94,99,2.04,Clouds
510,Qaqortoq,GL,2023-01-30 02:07:00,60.7167,-46.0333,18.75,72,100,8.46,Clouds
511,Cabo San Lucas,MX,2023-01-30 02:07:00,22.8909,-109.9124,68.5,79,40,0.0,Clouds
512,Teya,RU,2023-01-30 02:07:01,60.3778,92.6267,9.48,95,100,4.97,Snow
513,Aquiraz,BR,2023-01-30 02:07:02,-3.9014,-38.3911,81.18,85,4,9.75,Clear
514,Genhe,CN,2023-01-30 02:07:03,50.7833,121.5167,-8.05,96,96,2.04,Clouds
515,Mogadishu,SO,2023-01-30 02:07:04,2.0371,45.3438,76.08,82,95,19.51,Clouds
516,Srednekolymsk,RU,2023-01-30 02:05:17,67.45,153.6833,-12.1,96,100,11.45,Clouds
517,Metro,ID,2023-01-30 02:07:05,-5.1131,105.3067,77.79,84,100,12.91,Rain
518,Carutapera,BR,2023-01-30 02:07:06,-1.195,-46.02,75.7,91,100,4.7,Clouds
519,Saint-Georges,GD,2023-01-30 02:07:06,12.0564,-61.7485,74.48,76,6,9.89,Clear
520,Krasnoselkup,RU,2023-01-30 02:07:07,65.7,82.4667,-20.16,100,100,4.0,Clouds
521,College,US,2023-01-30 02:07:08,64.8569,-147.8028,30.2,92,75,3.44,Clouds
522,Havoysund,NO,2023-01-30 02:03:56,70.9963,24.6622,30.43,95,100,8.79,Snow
523,Gat,IL,2023-01-30 02:07:09,31.61,34.7642,58.41,100,1,0.56,Clear
524,Paoua,CF,2023-01-30 02:07:10,7.2427,16.4406,73.38,23,5,3.67,Clear
525,Vilyuysk,RU,2023-01-30 02:05:02,63.7553,121.6247,-34.49,96,100,4.63,Clouds
526,Owensboro,US,2023-01-30 02:07:11,37.7742,-87.1133,40.21,100,100,6.91,Mist
527,Mandalgovi,MN,2023-01-30 02:04:54,45.7625,106.2708,12.09,55,0,8.1,Clear
528,Caldwell,US,2023-01-30 02:05:46,43.6629,-116.6874,24.15,51,0,12.66,Clear
529,Shahr-E Babak,IR,2023-01-30 02:07:12,30.1165,55.1186,37.54,61,31,6.73,Clouds
530,Zasosna,RU,2023-01-30 02:07:13,50.6307,38.3965,22.64,93,74,3.53,Clouds
531,Atambua,ID,2023-01-30 02:07:14,-9.1061,124.8925,83.1,70,99,2.59,Clouds
532,Chokwe,MZ,2023-01-30 02:07:15,-24.5333,32.9833,74.21,78,91,9.04,Rain
533,Komsomolsk-Na-Amure,RU,2023-01-30 02:04:54,50.552,137.0152,-16.26,95,100,8.79,Clouds
534,Gazojak,TM,2023-01-30 02:07:16,41.1875,61.4036,30.43,63,100,6.69,Clouds
535,Neiafu,TO,2023-01-30 02:07:16,-18.65,-173.9833,86.68,74,75,4.61,Rain
